,Year,day,,Time,Levels(ft),Inflows(Cs),Disch(Cs)
21,2010,21 October 2010,294,2010.803,1679.86,14611,15000
22,2010,22 October 2010,295,2010.805,1679.84,14571,14961
23,2010,23 October 2010,296,2010.808,1679.94,16906,14960
24,2010,24 October 2010,297,2010.811,1680,16373,15204
25,2010,25 October 2010,298,2010.814,1679.95,14984,15958
26,2010,26 October 2010,299,2010.816,1679.84,13776,15917
27,2010,27 October 2010,300,2010.819,1679.72,13665,16000
28,2010,28 October 2010,301,2010.822,1679.58,13276,16000
29,2010,29 October 2010,302,2010.825,1679.41,12734,16042
30,2010,30 October 2010,303,2010.827,1679.25,12469,15583
31,2010,31 October 2010,304,2010.830,1679.08,12192,15500
1,2010,01 November 2010,305,2010.833,1678.89,11802,15500
2,2010,02 November 2010,306,2010.836,1678.69,11650,15542
3,2010,03 November 2010,307,2010.838,1678.48,11289,15375
4,2010,04 November 2010,308,2010.841,1678.28,11691,15583
5,2010,05 November 2010,309,2010.844,1678.04,10871,15542
6,2010,06 November 2010,310,2010.847,1677.83,11413,15500
7,2010,07 November 2010,311,2010.849,1677.6,10982,15458
8,2010,08 November 2010,312,2010.852,1677.39,11455,15542
9,2010,09 November 2010,313,2010.855,1677.14,10635,15500
10,2010,10 November 2010,314,2010.858,1676.89,10635,15500
11,2010,11 November 2010,315,2010.860,1676.63,10607,15666
12,2010,12 November 2010,316,2010.863,1676.4,10899,15375
13,2010,13 November 2010,317,2010.866,1676.18,11053,15334
14,2010,14 November 2010,318,2010.868,1675.91,10164,15419
15,2010,15 November 2010,319,2010.871,1675.64,10245,15500
16,2010,16 November 2010,320,2010.874,1675.37,10285,15539
17,2010,17 November 2010,321,2010.877,1675.07,9623,15461
18,2010,18 November 2010,322,2010.879,1674.83,10829,15500
19,2010,19 November 2010,323,2010.882,1674.56,10246,15500
20,2010,20 November 2010,324,2010.885,1674.29,10126,15381
21,2010,21 November 2010,325,2010.888,1674.01,10052,15500
22,2010,22 November 2010,326,2010.890,1673.7,9467,15500
23,2010,23 November 2010,327,2010.893,1673.38,9155,15382
24,2010,24 November 2010,328,2010.896,1673.08,9741,15579
25,2010,25 November 2010,329,2010.899,1672.75,9195,15618
26,2010,26 November 2010,330,2010.901,1672.42,9157,15579
27,2010,27 November 2010,331,2010.904,1672.07,9402,16213
28,2010,28 November 2010,332,2010.907,1671.7,9300,16500
29,2010,29 November 2010,333,2010.910,1671.32,8987,16382
30,2010,30 November 2010,334,2010.912,1670.9,8326,16500
1,2010,01 December 2010,335,2010.915,1670.47,8241,16609
2,2010,02 December 2010,336,2010.918,1670,8743,17889
3,2010,03 December 2010,337,2010.921,1669.5,8569,18300
4,2010,04 December 2010,338,2010.923,1668.97,7947,18261
5,2010,05 December 2010,339,2010.926,1668.43,8250,18758
6,2010,06 December 2010,340,2010.929,1667.87,7901,18800
7,2010,07 December 2010,341,2010.932,1667.28,7649,19130
8,2010,08 December 2010,342,2010.934,1666.27,7549,19420
9,2010,09 December 2010,343,2010.937,1666.08,7938,19419
10,2010,10 December 2010,344,2010.940,1665.47,7548,19420
11,2010,11 December 2010,345,2010.942,1664.87,7824,19500
12,2010,12 December 2010,346,2010.945,1664.27,7824,19500
13,2010,13 December 2010,347,2010.948,1663.6,7715,20754
14,2010,14 December 2010,348,2010.951,1662.8,7133,22701
15,2010,15 December 2010,349,2010.953,1662.08,7761,21772
16,2010,16 December 2010,350,2010.956,1661.3,6854,22034
17,2010,17 December 2010,351,2010.959,1660.52,6752,21931
18,2010,18 December 2010,352,2010.962,1659.73,7056,22000
19,2010,19 December 2010,353,2010.964,1658.93,7667,21965
20,2010,20 December 2010,354,2010.967,1658.22,7352,20042
21,2010,21 December 2010,355,2010.970,1657.51,7346,20035
22,2010,22 December 2010,356,2010.973,1657.01,7349,16285
23,2010,23 December 2010,357,2010.975,1656.53,7455,16034
24,2010,24 December 2010,358,2010.978,1656.04,7243,16000
25,2010,25 December 2010,359,2010.981,1655.54,7140,16076
26,2010,26 December 2010,360,2010.984,1655.04,7104,16040
27,2010,27 December 2010,361,2010.986,1654.57,7519,15919
28,2010,28 December 2010,362,2010.989,1654.1,7121,15521
29,2010,29 December 2010,363,2010.992,1653.63,7031,15431
30,2010,30 December 2010,364,2010.995,1653.14,6812,15569
31,2010,31 December 2010,365,2010.997,1653.24,16318,14531
1,2011,01 January 2011,1,2011.000,1653.17,11220,12471
2,2011,02 January 2011,2,2011.003,1653.02,8505,11186
3,2011,03 January 2011,3,2011.005,1652.84,7783,11000
4,2011,04 January 2011,4,2011.008,1652.62,7067,11000
5,2011,05 January 2011,5,2011.011,1652.39,7425,11534
6,2011,06 January 2011,6,2011.014,1652.14,7531,12000
7,2011,07 January 2011,7,2011.016,1651.83,6954,12494
8,2011,08 January 2011,8,2011.019,1651.47,6864,13298
9,2011,09 January 2011,9,2011.022,1651.06,6572,13900
10,2011,10 January 2011,10,2011.025,1650.57,5407,14164
11,2011,11 January 2011,11,2011.027,1650.12,6303,14346
12,2011,12 January 2011,12,2011.030,1649.66,6456,14677
13,2011,13 January 2011,13,2011.033,1649.17,6664,15421
14,2011,14 January 2011,14,2011.036,1648.65,6582,15875
15,2011,15 January 2011,15,2011.038,1648.18,7561,15961
16,2011,16 January 2011,16,2011.041,1647.75,8075,15760
17,2011,17 January 2011,17,2011.044,1647.21,6388,16040
18,2011,18 January 2011,18,2011.047,1646.66,6250,16080
19,2011,19 January 2011,19,2011.049,1646.1,6225,16233
20,2011,20 January 2011,20,2011.052,1645.53,6213,16400
21,2011,21 January 2011,21,2011.055,1644.93,6268,16991
22,2011,22 January 2011,22,2011.058,1644.32,6480,17382
23,2011,23 January 2011,23,2011.060,1643.69,6199,17458
24,2011,24 January 2011,24,2011.063,1643.04,5962,17579
25,2011,25 January 2011,25,2011.066,1642.36,5425,17579
26,2011,26 January 2011,26,2011.068,1641.66,5522,18033
27,2011,27 January 2011,27,2011.071,1640.96,5416,17926
28,2011,28 January 2011,28,2011.074,1640.24,5389,18257
29,2011,29 January 2011,29,2011.077,1639.5,6114,18462
30,2011,30 January 2011,30,2011.079,1638.74,6207,18457
31,2011,31 January 2011,31,2011.082,1638,6516,18443
1,2011,01 February 2011,32,2011.085,1637.25,6539,18626
2,2011,02 February 2011,33,2011.088,1636.49,6859,18839
3,2011,03 February 2011,34,2011.090,1635.72,6292,18704
4,2011,04 February 2011,35,2011.093,1634.93,6192,18924
5,2011,05 February 2011,36,2011.096,1634.1,5979,19357
6,2011,06 February 2011,37,2011.099,1633.25,5818,19518
7,2011,07 February 2011,38,2011.101,1632.42,6282,19660
8,2011,08 February 2011,39,2011.104,1631.73,6962,18083
9,2011,09 February 2011,40,2011.107,1631.25,7459,15195
10,2011,10 February 2011,41,2011.110,1630.69,6699,15725
11,2011,11 February 2011,42,2011.112,1630.1,6442,15952
12,2011,12 February 2011,43,2011.115,1629.49,6260,16092
13,2011,13 February 2011,44,2011.118,1628.83,5462,16100
14,2011,14 February 2011,45,2011.121,1628.24,6100,15609
15,2011,15 February 2011,46,2011.123,1627.89,7555,15614
16,2011,16 February 2011,47,2011.126,1629.63,13855,15627
17,2011,17 February 2011,48,2011.129,1627.38,11326,15357
18,2011,18 February 2011,49,2011.132,1626.99,9059,15344
19,2011,19 February 2011,50,2011.134,1626.48,7629,15850
20,2011,20 February 2011,51,2011.137,1625.89,7086,16595
21,2011,21 February 2011,52,2011.140,1625.23,5963,16600
22,2011,22 February 2011,53,2011.142,1624.64,6417,15927
23,2011,23 February 2011,54,2011.145,1624.1,6804,15508
24,2011,24 February 2011,55,2011.148,1623.56,6819,15523
25,2011,25 February 2011,56,2011.151,1622.96,6080,15750
26,2011,26 February 2011,57,2011.153,1622.42,6780,15484
27,2011,27 February 2011,58,2011.156,1621.87,6666,15531
28,2011,28 February 2011,59,2011.159,1621.28,6126,15635
1,2011,01 March 2011,60,2011.162,1620.64,5725,16040
2,2011,02 March 2011,61,2011.164,1619.74,6946,20965
3,2011,03 March 2011,62,2011.167,1618.81,7523,20770
4,2011,04 March 2011,63,2011.170,1618.2,12207,20895
5,2011,05 March 2011,64,2011.173,1617.67,13247,20797
6,2011,06 March 2011,65,2011.175,1617,11537,21080
7,2011,07 March 2011,66,2011.178,1616.15,8773,20880
8,2011,08 March 2011,67,2011.181,1615.25,8181,21000
9,2011,09 March 2011,68,2011.184,1614.31,7690,21080
10,2011,10 March 2011,69,2011.186,1613.45,8630,20879
11,2011,11 March 2011,70,2011.189,1612.58,8609,21000
12,2011,12 March 2011,71,2011.192,1611.65,7753,21000
13,2011,13 March 2011,72,2011.195,1610.67,7041,21000
14,2011,14 March 2011,73,2011.197,1609.71,7447,21121
15,2011,15 March 2011,74,2011.200,1608.82,8203,20879
16,2011,16 March 2011,75,2011.203,1607.9,7976,21081
17,2011,17 March 2011,76,2011.205,1606.98,7937,21040
18,2011,18 March 2011,77,2011.208,1606.16,9199,20879
19,2011,19 March 2011,78,2011.211,1605.31,8892,21000
20,2011,20 March 2011,79,2011.214,1604.49,9216,20896
21,2011,21 March 2011,80,2011.216,1603.67,9269,20948
22,2011,22 March 2011,81,2011.219,1602.84,7459,19281
23,2011,23 March 2011,82,2011.222,1602.05,8132,19385
24,2011,24 March 2011,83,2011.225,1601.24,7848,19384
25,2011,25 March 2011,84,2011.227,1600.41,7642,19466
26,2011,26 March 2011,85,2011.230,1599.6,8438,19269
27,2011,27 March 2011,86,2011.233,1598.83,9780,19391
28,2011,28 March 2011,87,2011.236,1598.09,10115,19350
29,2011,29 March 2011,88,2011.238,1597.36,10240,19350
30,2011,30 March 2011,89,2011.241,1596.87,12881,18996
31,2011,31 March 2011,90,2011.244,1596.23,11501,19489
1,2011,01 April 2011,91,2011.247,1595.5,10605,19718
2,2011,02 April 2011,92,2011.249,1594.7,10916,20900
3,2011,03 April 2011,93,2011.252,1593.77,9294,20900
4,2011,04 April 2011,94,2011.255,1592.96,9299,19408
5,2011,05 April 2011,95,2011.258,1592.37,8124,15487
6,2011,06 April 2011,96,2011.260,1591.83,8089,14830
7,2011,07 April 2011,97,2011.263,1591.18,6614,14726
8,2011,08 April 2011,98,2011.266,1590.51,6643,15004
9,2011,09 April 2011,99,2011.268,1590.02,7536,13651
10,2011,10 April 2011,100,2011.271,1589.72,6821,10565
11,2011,11 April 2011,101,2011.274,1589.42,6787,10531
12,2011,12 April 2011,102,2011.277,1589.2,7854,10600
13,2011,13 April 2011,103,2011.279,1589.01,8264,10635
14,2011,14 April 2011,104,2011.282,1588.89,9170,10669
15,2011,15 April 2011,105,2011.285,1588.77,9103,10600
16,2011,16 April 2011,106,2011.288,1588.5,9813,13183
17,2011,17 April 2011,107,2011.290,1588.27,10670,13540
18,2011,18 April 2011,108,2011.293,1588.27,13419,13419
19,2011,19 April 2011,109,2011.296,1588.43,15496,13500
20,2011,20 April 2011,110,2011.299,1588.59,15462,13465
21,2011,21 April 2011,111,2011.301,1588.2,12308,13431
22,2011,22 April 2011,112,2011.304,1588.36,11544,13291
23,2011,23 April 2011,113,2011.307,1588.01,10106,14474
24,2011,24 April 2011,114,2011.310,1587.43,10439,17678
25,2011,25 April 2011,115,2011.312,1586.92,11626,17990
26,2011,26 April 2011,116,2011.315,1586.27,12396,20508
27,2011,27 April 2011,117,2011.318,1585.76,14398,20764
28,2011,28 April 2011,118,2011.321,1585.32,15879,21370
29,2011,29 April 2011,119,2011.323,1584.96,17692,22185
30,2011,30 April 2011,120,2011.326,1584.58,18545,23288
1,2011,01 May 2011,121,2011.329,1584.2,19108,23850
2,2011,02 May 2011,122,2011.332,1583.77,18963,24329
3,2011,03 May 2011,123,2011.334,1583.33,19440,24932
4,2011,04 May 2011,124,2011.337,1582.74,19275,26638
5,2011,05 May 2011,125,2011.340,1582.01,19910,29020
6,2011,06 May 2011,126,2011.342,1581.74,20611,23982
7,2011,07 May 2011,127,2011.345,1581.24,22636,28876
8,2011,08 May 2011,128,2011.348,1580.8,23799,29290
9,2011,09 May 2011,129,2011.351,1580.2,21512,29000
10,2011,10 May 2011,130,2011.353,1579.47,21219,29215
11,2011,11 May 2011,131,2011.356,1578.9,22681,28595
12,2011,12 May 2011,132,2011.359,1578.09,22595,31000
13,2011,13 May 2011,133,2011.362,1577.32,23141,31130
14,2011,14 May 2011,134,2011.364,1576.7,24523,30957
15,2011,15 May 2011,135,2011.367,1576.08,24567,31000
16,2011,16 May 2011,136,2011.370,1575.42,24151,31000
17,2011,17 May 2011,137,2011.373,1574.72,23780,31043
18,2011,18 May 2011,138,2011.375,1574.3,26772,31130
19,2011,19 May 2011,139,2011.378,1573.95,27455,31086
20,2011,20 May 2011,140,2011.381,1573.8,29270,30827
21,2011,21 May 2011,141,2011.384,1573.97,32807,31043
22,2011,22 May 2011,142,2011.386,1574.03,32241,31619
23,2011,23 May 2011,143,2011.389,1573.76,29416,32217
24,2011,24 May 2011,144,2011.392,1573.21,26336,32043
25,2011,25 May 2011,145,2011.395,1572.73,26059,31040
26,2011,26 May 2011,146,2011.397,1572.55,29133,31000
27,2011,27 May 2011,147,2011.400,1572.42,29521,30870
28,2011,28 May 2011,148,2011.403,1572.95,34630,29130
29,2011,29 May 2011,149,2011.405,1573.1,30556,29000
30,2011,30 May 2011,150,2011.408,1573.43,32466,29043
31,2011,31 May 2011,151,2011.411,1573.93,34189,29000
1,2011,01 June 2011,152,2011.414,1574.2,31801,29000
2,2011,02 June 2011,153,2011.416,1574.62,34353,29994
3,2011,03 June 2011,154,2011.419,1574.63,30103,30000
4,2011,04 June 2011,155,2011.422,1574.33,25339,28452
5,2011,05 June 2011,156,2011.425,1573.63,21038,28301
6,2011,06 June 2011,157,2011.427,1573.04,19959,26081
7,2011,07 June 2011,158,2011.430,1572.74,21929,25042
8,2011,08 June 2011,159,2011.433,1572.59,23444,25000
9,2011,09 June 2011,160,2011.436,1572.45,23590,25043
10,2011,10 June 2011,161,2011.438,1572.36,23981,24914
11,2011,11 June 2011,162,2011.441,1572.1,23178,25876
12,2011,12 June 2011,163,2011.444,1571.76,22644,26173
13,2011,13 June 2011,164,2011.447,1571.8,26328,25913
14,2011,14 June 2011,165,2011.449,1572.18,29815,25871
15,2011,15 June 2011,166,2011.452,1572.84,32804,25956
16,2011,16 June 2011,167,2011.455,1573.82,37588,27419
17,2011,17 June 2011,168,2011.458,1574.84,39458,28875
18,2011,18 June 2011,169,2011.460,1576.38,44850,28870
19,2011,19 June 2011,170,2011.463,1577.42,39791,29000
20,2011,20 June 2011,171,2011.466,1578.08,36021,29173
21,2011,21 June 2011,172,2011.468,1578.87,37240,29043
22,2011,22 June 2011,173,2011.471,1579.8,38608,28957
23,2011,23 June 2011,174,2011.474,1580.9,42264,28957
24,2011,24 June 2011,175,2011.477,1582.5,48969,29000
25,2011,25 June 2011,176,2011.479,1584.24,50888,29173
26,2011,26 June 2011,177,2011.482,1586.38,55363,28655
27,2011,27 June 2011,178,2011.485,1588.69,57663,28334
28,2011,28 June 2011,179,2011.488,1590.61,53387,29424
29,2011,29 June 2011,180,2011.490,1592.88,57330,29000
30,2011,30 June 2011,181,2011.493,1594.89,54085,29000
1,2011,01 July 2011,182,2011.496,1596.25,46975,30001
2,2011,02 July 2011,183,2011.499,1597.6,46848,30000
3,2011,03 July 2011,184,2011.501,1598.55,41813,29957
4,2011,04 July 2011,185,2011.504,1599.7,44615,30262
5,2011,05 July 2011,186,2011.507,1600.6,42158,29868
6,2011,06 July 2011,187,2011.510,1601.28,39600,29913
7,2011,07 July 2011,188,2011.512,1602.06,41023,29914
8,2011,08 July 2011,189,2011.515,1602.95,42676,30000
9,2011,09 July 2011,190,2011.518,1604.01,45055,29957
10,2011,10 July 2011,191,2011.521,1605.19,46981,30173
11,2011,11 July 2011,192,2011.523,1606.04,41935,29827
12,2011,12 July 2011,193,2011.526,1606.6,38062,30086
13,2011,13 July 2011,194,2011.529,1607.11,37436,30173
14,2011,14 July 2011,195,2011.532,1607.73,38659,29827
15,2011,15 July 2011,196,2011.534,1608.62,42720,30043
16,2011,16 July 2011,197,2011.537,1610.62,54994,26507
17,2011,17 July 2011,198,2011.540,1611.7,41124,25740
18,2011,18 July 2011,199,2011.542,1612.57,38434,26043
19,2011,19 July 2011,200,2011.545,1613.58,39557,25170
20,2011,20 July 2011,201,2011.548,1614.72,41193,24965
21,2011,21 July 2011,202,2011.551,1615.81,40482,24957
22,2011,22 July 2011,203,2011.553,1617.13,43758,24957
23,2011,23 July 2011,204,2011.556,1618.34,44124,26888
24,2011,24 July 2011,205,2011.559,1619.9,49264,27045
25,2011,25 July 2011,206,2011.562,1621.7,55735,26910
26,2011,26 July 2011,207,2011.564,1625.12,82036,26913
27,2011,27 July 2011,208,2011.567,1628.03,73730,26827
28,2011,28 July 2011,209,2011.570,1630.57,68112,27173
29,2011,29 July 2011,210,2011.573,1632.56,59075,27000
30,2011,30 July 2011,211,2011.575,1634.04,50767,26913
31,2011,31 July 2011,212,2011.578,1635.26,46708,27044
1,2011,01 August 2011,213,2011.581,1636.42,45696,27000
2,2011,02 August 2011,214,2011.584,1637.53,44935,27043
3,2011,03 August 2011,215,2011.586,1638.49,42472,27000
4,2011,04 August 2011,216,2011.589,1639.38,41344,27000
5,2011,05 August 2011,217,2011.592,1640.41,44365,27043
6,2011,06 August 2011,218,2011.595,1641.34,43578,26957
7,2011,07 August 2011,219,2011.597,1642.29,43891,26913
8,2011,08 August 2011,220,2011.600,1643.24,43936,26957
9,2011,09 August 2011,221,2011.603,1644.91,56847,27000
10,2011,10 August 2011,222,2011.605,1646,46394,26914
11,2011,11 August 2011,223,2011.608,1647.3,48360,25126
12,2011,12 August 2011,224,2011.611,1648.54,47162,25000
13,2011,13 August 2011,225,2011.614,1650.57,61414,25759
14,2011,14 August 2011,226,2011.616,1654.83,92890,17646
15,2011,15 August 2011,227,2011.619,1656.71,51600,18000
16,2011,16 August 2011,228,2011.622,1658.93,61967,22291
17,2011,17 August 2011,229,2011.625,1662.42,91503,25610
18,2011,18 August 2011,230,2011.627,1664.05,62895,31174
19,2011,19 August 2011,231,2011.630,1665.27,56695,32954
20,2011,20 August 2011,232,2011.633,1666.4,54767,32776
21,2011,21 August 2011,233,2011.636,1667.35,51228,32741
22,2011,22 August 2011,234,2011.638,1668.16,48551,32787
23,2011,23 August 2011,235,2011.641,1668.91,47346,32751
24,2011,24 August 2011,236,2011.644,1669.72,48481,32719
25,2011,25 August 2011,237,2011.647,1670.5,47979,32799
26,2011,26 August 2011,238,2011.649,1671.16,45545,32700
27,2011,27 August 2011,239,2011.652,1671.76,44336,32660
28,2011,28 August 2011,240,2011.655,1672.69,50718,32621
29,2011,29 August 2011,241,2011.658,1673.39,46284,32661
30,2011,30 August 2011,242,2011.660,1673.95,43195,32297
31,2011,31 August 2011,243,2011.663,1674.4,41283,32526
1,2011,01 September 2011,244,2011.666,1674.91,42625,32700
2,2011,02 September 2011,245,2011.668,1675.54,44960,32700
3,2011,03 September 2011,246,2011.671,1676.19,45350,32700
4,2011,04 September 2011,247,2011.674,1676.64,41457,32700
5,2011,05 September 2011,248,2011.677,1676.94,38538,32700
6,2011,06 September 2011,249,2011.679,1677.23,38274,32630
7,2011,07 September 2011,250,2011.682,1677.43,36535,32643
8,2011,08 September 2011,251,2011.685,1677.66,36639,32163
9,2011,09 September 2011,252,2011.688,1678.11,41295,32537
10,2011,10 September 2011,253,2011.690,1679.28,55196,32831
11,2011,11 September 2011,254,2011.693,1679.84,43278,32381
12,2011,12 September 2011,255,2011.696,1680.17,41614,32333
13,2011,13 September 2011,256,2011.699,1680.4,40985,36141
14,2011,14 September 2011,257,2011.701,1680.57,39723,36142
15,2011,15 September 2011,258,2011.704,1680.7,38879,36141
16,2011,16 September 2011,259,2011.707,1680.93,41078,36234
17,2011,17 September 2011,260,2011.710,1681.02,38153,36258
18,2011,18 September 2011,261,2011.712,1681.02,36300,36300
19,2011,19 September 2011,262,2011.715,1680.93,31530,33425
20,2011,20 September 2011,263,2011.718,1680.76,28720,32300
21,2011,21 September 2011,264,2011.721,1680.51,27035,32300
22,2011,22 September 2011,265,2011.723,1680.35,25329,28700
23,2011,23 September 2011,266,2011.726,1680.24,25350,27667
24,2011,24 September 2011,267,2011.729,1680.12,24890,27417
25,2011,25 September 2011,268,2011.732,1679.95,24374,27875
26,2011,26 September 2011,269,2011.734,1679.69,22314,27374
27,2011,27 September 2011,270,2011.737,1679.59,21679,23625
28,2011,28 September 2011,271,2011.740,1679.52,21138,22500
29,2011,29 September 2011,272,2011.742,1679.4,20165,22500
30,2011,30 September 2011,273,2011.745,1679.26,19776,22500
1,2011,01 October 2011,274,2011.748,1679.08,18997,22500
2,2011,02 October 2011,275,2011.751,1678.86,18219,22500
3,2011,03 October 2011,276,2011.753,1678.65,18496,22583
4,2011,04 October 2011,277,2011.756,1678.46,18720,22417
5,2011,05 October 2011,278,2011.759,1678.26,18608,22500
6,2011,06 October 2011,279,2011.762,1677.98,19402,24852
7,2011,07 October 2011,280,2011.764,1677.5,18159,27500
